query,ai_engine,model,timestamp,response_length,response_quality,total_citations,your_brand_mentioned,competitors_mentioned,total_brands_mentioned,contains_recommendations,contains_specific_products,mention_context,top_competitors
non greasy mineral sunscreen,google,gemini-1.5-pro,2025-09-01T00:26:35.064421,3831,0.8,3,False,3,3,True,True,,"badger, thinkbaby, eltamd"
mineral sunscreen for kids sensitive skin,openai,gpt-4,2025-09-01T00:26:36.036401,2291,0.9000000000000001,8,False,4,4,True,True,,"aveeno, thinkbaby, neutrogena"
mineral sunscreen for kids sensitive skin,openai,gpt-3.5-turbo,2025-09-01T00:26:27.154235,2099,0.9000000000000001,4,False,4,4,True,True,,"coppertone, thinkbaby, badger"
mineral sunscreen for kids sensitive skin,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:26:37.091932,2150,0.9000000000000001,5,False,5,5,True,False,,"thinkbaby, neutrogena, blue lizard"
mineral sunscreen for kids sensitive skin,google,gemini-1.5-pro,2025-09-01T00:26:42.090844,3943,0.9000000000000001,6,False,5,5,True,True,,"thinkbaby, blue lizard, aveeno"
sunscreen that won't clog pores mineral,openai,gpt-4,2025-09-01T00:26:39.543129,2143,0.9000000000000001,6,False,3,3,True,True,,"eltamd, neutrogena, blue lizard"
sunscreen that won't clog pores mineral,openai,gpt-3.5-turbo,2025-09-01T00:26:38.183526,2287,0.8,3,False,3,3,True,True,,"aveeno, cerave, eltamd"
sunscreen that won't clog pores mineral,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:26:45.668657,1972,0.9000000000000001,4,False,4,4,True,False,,"coola, supergoop, cerave"
sunscreen that won't clog pores mineral,google,gemini-1.5-pro,2025-09-01T00:26:50.761812,3545,0.9000000000000001,4,False,3,3,True,True,,"supergoop, cerave, eltamd"
mineral sunscreen for rosacea,openai,gpt-4,2025-09-01T00:27:00.833820,3573,0.9000000000000001,11,False,3,3,True,True,,"drunk elephant, eltamd, neutrogena"
mineral sunscreen for rosacea,openai,gpt-3.5-turbo,2025-09-01T00:26:43.487760,2288,0.7,2,False,2,2,True,True,,"cerave, eltamd"
mineral sunscreen for rosacea,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:26:53.919714,2522,0.7,2,False,2,2,True,True,,"cerave, eltamd"
mineral sunscreen for rosacea,google,gemini-1.5-pro,2025-09-01T00:26:58.760015,4040,0.9000000000000001,4,False,4,4,True,True,,"badger, thinkbaby, eltamd"
hypoallergenic mineral sunscreen,openai,gpt-4,2025-09-01T00:27:00.380129,2537,0.9000000000000001,8,False,4,4,True,True,,"aveeno, eltamd, neutrogena"
hypoallergenic mineral sunscreen,openai,gpt-3.5-turbo,2025-09-01T00:26:54.534167,2166,0.8,3,False,3,3,True,True,,"cerave, eltamd, blue lizard"
hypoallergenic mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:27:03.309926,2067,0.7,2,False,2,2,True,False,,"cerave, eltamd"
hypoallergenic mineral sunscreen,google,gemini-1.5-pro,2025-09-01T00:27:08.385145,3547,0.9000000000000001,4,False,4,4,True,True,,"badger, thinkbaby, eltamd"
fragrance free mineral sunscreen,openai,gpt-4,2025-09-01T00:27:12.515675,2399,0.9000000000000001,10,False,4,4,True,True,,"cerave, eltamd, neutrogena"
fragrance free mineral sunscreen,openai,gpt-3.5-turbo,2025-09-01T00:27:03.823365,2114,0.9000000000000001,4,False,4,4,True,True,,"aveeno, cerave, eltamd"
fragrance free mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:27:10.780300,1894,0.9000000000000001,7,False,4,4,True,False,,"badger, cerave, eltamd"
fragrance free mineral sunscreen,google,gemini-1.5-pro,2025-09-01T00:27:17.502229,3694,0.9000000000000001,5,False,5,5,True,True,,"thinkbaby, blue lizard, sun bum"
mineral sunscreen for eczema,openai,gpt-4,2025-09-01T00:27:16.102550,2413,0.9000000000000001,7,False,4,4,True,True,,"aveeno, eltamd, neutrogena"
mineral sunscreen for eczema,openai,gpt-3.5-turbo,2025-09-01T00:27:11.511068,1995,0.8,3,False,3,3,True,True,,"cerave, eltamd, blue lizard"
mineral sunscreen for eczema,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:27:21.161447,2152,0.7,2,False,2,2,True,False,,"cerave, blue lizard"
mineral sunscreen for eczema,google,gemini-1.5-pro,2025-09-01T00:27:26.108199,3816,0.9000000000000001,4,False,4,4,True,True,,"badger, thinkbaby, eltamd"
pregnancy safe mineral sunscreen,openai,gpt-4,2025-09-01T00:27:25.021982,2285,0.9000000000000001,8,False,4,4,True,True,,"badger, supergoop, eltamd"
pregnancy safe mineral sunscreen,openai,gpt-3.5-turbo,2025-09-01T00:27:19.668446,1910,0.9000000000000001,4,False,4,4,True,True,,"badger, coola, eltamd"
pregnancy safe mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:27:28.969451,2392,0.7,2,False,2,2,True,False,,"supergoop, cerave"
pregnancy safe mineral sunscreen,google,gemini-1.5-pro,2025-09-01T00:27:33.197772,3720,0.9000000000000001,6,False,6,6,True,True,,"thinksport, blue lizard, sun bum"
mineral sunscreen for oily skin,openai,gpt-4,2025-09-01T00:27:32.815392,2355,0.9000000000000001,6,False,3,3,True,True,,"coola, eltamd, neutrogena"
mineral sunscreen for oily skin,openai,gpt-3.5-turbo,2025-09-01T00:27:28.696008,2212,0.8,3,False,3,3,True,True,,"cerave, eltamd, bare republic"
mineral sunscreen for oily skin,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:27:36.986022,2062,0.9000000000000001,4,False,2,2,True,False,,"supergoop, eltamd"
mineral sunscreen for oily skin,google,gemini-1.5-pro,2025-09-01T00:27:43.458787,3766,0.9000000000000001,4,True,3,4,True,True,"* **Brush On Block Mineral Powder Sunscreen SPF 30:** Another excellent brush-on powder option, this sunscreen is easy to apply and reapply, even over makeup","supergoop, cerave, eltamd"
how to apply powder sunscreen correctly,openai,gpt-4,2025-09-01T00:27:42.227464,2708,0.8,3,False,1,1,True,True,,supergoop
how to apply powder sunscreen correctly,openai,gpt-3.5-turbo,2025-09-01T00:27:35.771679,1643,0.5,2,True,1,2,True,False,Brush on Block Translucent Mineral Powder Sunscreen SPF 30: This powder sunscreen is water-resistant and suitable for all skin types,supergoop
how to apply powder sunscreen correctly,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:27:42.330984,1703,0.6000000000000001,1,False,1,1,True,True,,supergoop
how to apply powder sunscreen correctly,google,gemini-1.5-pro,2025-09-01T00:27:51.242990,3703,0.7,2,True,1,2,True,True,"* **Brush On Block Mineral Powder Sunscreen SPF 30:**  A more affordable option, Brush On Block offers good protection and comes in various shades",supergoop
powder sunscreen over makeup tutorial,openai,gpt-4,2025-09-01T00:27:50.811651,2519,0.7000000000000001,5,True,1,2,True,True,"**Brush On Block Protective Lip Oil SPF 32**: While not a powder, it's worth mentioning this product as it offers sun protection for lips",supergoop
powder sunscreen over makeup tutorial,openai,gpt-3.5-turbo,2025-09-01T00:27:44.664970,1932,0.7,2,False,1,1,True,True,,supergoop
powder sunscreen over makeup tutorial,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:27:51.498087,1699,0.4,1,False,1,1,True,True,,supergoop
powder sunscreen over makeup tutorial,google,gemini-1.5-pro,2025-09-01T00:27:59.106002,3942,0.7,2,True,1,2,True,False,"* **Brush On Block Mineral Powder Sunscreen SPF 30:** Another excellent mineral option, Brush On Block is lightweight, translucent, and water-resistant for up to 80 minutes",supergoop
reapplying powder sunscreen during day,openai,gpt-4,2025-09-01T00:27:54.783776,2136,0.8,3,False,1,1,True,False,,supergoop
reapplying powder sunscreen during day,openai,gpt-3.5-turbo,2025-09-01T00:27:53.439183,2012,0.6000000000000001,1,False,1,1,True,True,,supergoop
reapplying powder sunscreen during day,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:28:00.221942,1659,0.6000000000000001,1,False,1,1,True,True,,supergoop
reapplying powder sunscreen during day,google,gemini-1.5-pro,2025-09-01T00:28:08.232579,3998,0.6000000000000001,1,False,1,1,True,True,,supergoop
setting powder with SPF vs sunscreen,openai,gpt-4,2025-09-01T00:28:10.811715,2975,0.9000000000000001,8,False,3,3,True,False,,"supergoop, eltamd, neutrogena"
setting powder with SPF vs sunscreen,openai,gpt-3.5-turbo,2025-09-01T00:27:58.502581,2202,0.7,2,False,2,2,True,True,,"supergoop, neutrogena"
setting powder with SPF vs sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:28:06.275572,1558,0.5,2,False,2,2,True,True,,"supergoop, eltamd"
setting powder with SPF vs sunscreen,google,gemini-1.5-pro,2025-09-01T00:28:14.892035,3861,0.8,4,False,3,3,True,True,,"supergoop, cerave, eltamd"
mineral sunscreen application tips,openai,gpt-4,2025-09-01T00:28:13.714830,2681,0.9000000000000001,4,False,4,4,True,True,,"coola, eltamd, neutrogena"
mineral sunscreen application tips,openai,gpt-3.5-turbo,2025-09-01T00:28:10.643088,2278,0.8,3,False,3,3,True,True,,"badger, coola, eltamd"
mineral sunscreen application tips,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:28:16.887591,1715,0.6000000000000001,1,False,1,1,True,False,,eltamd
mineral sunscreen application tips,google,gemini-1.5-pro,2025-09-01T00:28:26.048214,3841,0.9000000000000001,5,False,5,5,True,True,,"thinkbaby, blue lizard, supergoop"
how much powder sunscreen to use,openai,gpt-4,2025-09-01T00:28:29.461068,2203,0.9000000000000001,4,True,1,2,True,True,"Brush On Block Broad Spectrum SPF 30 Mineral Powder Sunscreen: It's a broad-spectrum, mineral-based powder sunscreen that is easy to apply and reapply throughout the day",supergoop
how much powder sunscreen to use,openai,gpt-3.5-turbo,2025-09-01T00:28:17.372632,2054,0.8,3,True,1,2,True,False,**Brush On Block Translucent Mineral Powder Sunscreen SPF 30**: This mineral powder sunscreen offers SPF 30 protection with the active ingredient zinc oxide,supergoop
how much powder sunscreen to use,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:28:24.686549,1718,0.6000000000000001,1,False,1,1,True,False,,supergoop
how much powder sunscreen to use,google,gemini-1.5-pro,2025-09-01T00:28:31.680862,3473,0.8,3,True,2,3,True,True,"**For Body (Larger Areas):**

* **Brush On Block Mineral Powder Sunscreen SPF 30:** This is a great option for larger areas like the arms, legs, and chest","supergoop, sun bum"
powder sunscreen for touch ups,openai,gpt-4,2025-09-01T00:28:28.200341,2021,0.7,2,False,1,1,True,True,,supergoop
powder sunscreen for touch ups,openai,gpt-3.5-turbo,2025-09-01T00:28:28.315411,1918,0.7,2,True,1,2,True,True,**Brush On Block Mineral Sunscreen Powder SPF 30**: This mineral powder sunscreen offers SPF 30 protection and is water-resistant,supergoop
powder sunscreen for touch ups,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:28:34.553742,1585,0.6000000000000001,1,False,1,1,True,False,,supergoop
powder sunscreen for touch ups,google,gemini-1.5-pro,2025-09-01T00:28:40.879517,3158,0.7,2,True,1,2,True,True,"**For Sensitive Skin:**

* **Brush On Block Mineral Powder Sunscreen SPF 30:** This hypoallergenic and fragrance-free powder is formulated with Titanium Dioxide and Zinc Oxide",supergoop
layering mineral sunscreen with skincare,openai,gpt-4,2025-09-01T00:28:46.866664,2844,0.9000000000000001,8,False,3,3,True,True,,"supergoop, eltamd, neutrogena"
layering mineral sunscreen with skincare,openai,gpt-3.5-turbo,2025-09-01T00:28:32.759527,2099,0.8,3,False,2,2,True,True,,"cerave, eltamd"
layering mineral sunscreen with skincare,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:28:44.301064,2429,0.9000000000000001,5,False,3,3,True,True,,"cerave, eltamd, neutrogena"
layering mineral sunscreen with skincare,google,gemini-1.5-pro,2025-09-01T00:28:48.397003,3835,0.9000000000000001,7,False,5,5,True,True,,"neutrogena, aveeno, supergoop"
mineral sunscreen under foundation,openai,gpt-4,2025-09-01T00:28:50.165638,2588,0.9000000000000001,4,False,4,4,True,True,,"coola, supergoop, eltamd"
mineral sunscreen under foundation,openai,gpt-3.5-turbo,2025-09-01T00:28:44.211366,2259,0.8,3,False,3,3,True,True,,"coola, drunk elephant, eltamd"
mineral sunscreen under foundation,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:28:53.030463,1673,0.9000000000000001,8,False,3,3,True,True,,"supergoop, cerave, eltamd"
mineral sunscreen under foundation,google,gemini-1.5-pro,2025-09-01T00:29:00.115080,3950,0.9000000000000001,4,True,3,4,True,True,Colorescience and Brush On Block offer good options,"supergoop, thinkbaby, eltamd"
best way to blend powder sunscreen,openai,gpt-4,2025-09-01T00:28:56.564966,1915,0.6000000000000001,1,True,0,1,True,True,"**Brush On Block Protective Lip Oil SPF 32**: Another good choice, this lip oil provides broad spectrum protection and moisturizes your lips",
best way to blend powder sunscreen,openai,gpt-3.5-turbo,2025-09-01T00:28:51.438897,2263,0.5,2,True,1,2,True,False,**Brush On Block Mineral Sunscreen Powder SPF 30**: This mineral-based powder sunscreen is water-resistant and suitable for sensitive skin,supergoop
best way to blend powder sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:28:58.370310,1484,0.4,1,False,1,1,True,False,,supergoop
best way to blend powder sunscreen,google,gemini-1.5-pro,2025-09-01T00:29:06.498046,3662,0.8,3,True,1,2,True,True,* **Brush on Block Mineral Powder Sunscreen Brush:** Dense and perfect for picking up and distributing powder sunscreen evenly,supergoop
zinc oxide vs titanium dioxide sunscreen,openai,gpt-4,2025-09-01T00:29:06.910929,2039,0.8,3,False,3,3,True,True,,"eltamd, neutrogena, blue lizard"
zinc oxide vs titanium dioxide sunscreen,openai,gpt-3.5-turbo,2025-09-01T00:29:00.700551,2494,0.9000000000000001,4,False,4,4,True,True,,"cerave, eltamd, neutrogena"
zinc oxide vs titanium dioxide sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:29:07.045543,1726,0.9000000000000001,4,False,4,4,True,False,,"badger, cerave, eltamd"
zinc oxide vs titanium dioxide sunscreen,google,gemini-1.5-pro,2025-09-01T00:29:14.513455,4039,0.8,3,False,3,3,True,True,,"badger, thinkbaby, eltamd"
nano vs non nano mineral sunscreen,openai,gpt-4,2025-09-01T00:29:14.106347,2375,0.9000000000000001,8,False,4,4,True,True,,"badger, eltamd, neutrogena"
nano vs non nano mineral sunscreen,openai,gpt-3.5-turbo,2025-09-01T00:29:09.660131,2024,0.8,3,False,3,3,True,True,,"badger, coola, eltamd"
nano vs non nano mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-09-01T00:29:14.323472,1319,0.7,2,False,2,2,True,False,,"badger, eltamd"
nano vs non nano mineral sunscreen,google,gemini-1.5-pro,2025-09-01T00:29:22.175373,4016,0.9000000000000001,4,False,4,4,True,True,,"badger, supergoop, thinkbaby"
mineral sunscreen ingredients to avoid,openai,gpt-4,2025-09-01T00:29:36.201238,3690,0.9000000000000001,4,False,4,4,True,True,,"thinksport, eltamd, badger"
