query,ai_engine,model,timestamp,response_length,response_quality,total_citations,your_brand_mentioned,competitors_mentioned,total_brands_mentioned,contains_recommendations,contains_specific_products,mention_context,top_competitors
sunscreen for acne prone skin mineral,google,gemini-1.5-pro,2025-08-15T00:35:40.516204,3760,0.9000000000000001,6,False,6,6,True,True,,"badger, thinksport, blue lizard"
mineral sunscreen for dark skin tones,openai,gpt-4,2025-08-15T00:35:44.520492,2668,0.9000000000000001,5,False,3,3,True,True,,"eltamd, supergoop, bare republic"
mineral sunscreen for dark skin tones,openai,gpt-3.5-turbo,2025-08-15T00:35:38.181129,2364,0.8,3,False,3,3,True,True,,"cerave, supergoop, eltamd"
mineral sunscreen for dark skin tones,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:35:44.589069,2064,0.6000000000000001,1,False,1,1,True,False,,supergoop
mineral sunscreen for dark skin tones,google,gemini-1.5-pro,2025-08-15T00:35:50.870058,3604,0.9000000000000001,4,False,4,4,True,True,,"blue lizard, eltamd, supergoop"
non greasy mineral sunscreen,openai,gpt-4,2025-08-15T00:35:49.842361,1906,0.9000000000000001,8,False,4,4,True,True,,"coola, eltamd, neutrogena"
non greasy mineral sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:35:44.865432,2533,0.9000000000000001,4,False,3,3,True,True,,"cerave, supergoop, eltamd"
non greasy mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:35:52.402616,1519,0.8,3,False,3,3,True,False,,"cerave, supergoop, eltamd"
non greasy mineral sunscreen,google,gemini-1.5-pro,2025-08-15T00:35:57.029633,3366,0.9000000000000001,5,False,5,5,True,True,,"supergoop, blue lizard, thinkbaby"
mineral sunscreen for kids sensitive skin,openai,gpt-4,2025-08-15T00:35:56.090058,1867,0.9000000000000001,5,False,5,5,False,True,,"badger, aveeno, blue lizard"
mineral sunscreen for kids sensitive skin,openai,gpt-3.5-turbo,2025-08-15T00:35:52.951111,2166,0.9000000000000001,5,False,5,5,True,True,,"badger, blue lizard, thinkbaby"
mineral sunscreen for kids sensitive skin,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:35:59.666440,1725,0.9000000000000001,6,False,6,6,True,False,,"badger, thinksport, blue lizard"
mineral sunscreen for kids sensitive skin,google,gemini-1.5-pro,2025-08-15T00:36:06.986832,3871,0.9000000000000001,8,False,6,6,True,True,,"badger, thinksport, blue lizard"
sunscreen that won't clog pores mineral,openai,gpt-4,2025-08-15T00:36:21.886214,3126,0.9000000000000001,8,False,4,4,False,True,,"cerave, supergoop, neutrogena"
sunscreen that won't clog pores mineral,openai,gpt-3.5-turbo,2025-08-15T00:36:02.539506,2672,0.7,2,False,2,2,True,True,,"eltamd, cerave"
sunscreen that won't clog pores mineral,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:36:04.587978,1647,0.7,2,False,2,2,True,False,,"eltamd, cerave"
sunscreen that won't clog pores mineral,google,gemini-1.5-pro,2025-08-15T00:36:13.388905,3567,0.9000000000000001,5,False,5,5,True,True,,"blue lizard, sun bum, thinkbaby"
mineral sunscreen for rosacea,openai,gpt-4,2025-08-15T00:36:18.742983,2393,0.9000000000000001,6,False,3,3,True,True,,"drunk elephant, eltamd, neutrogena"
mineral sunscreen for rosacea,openai,gpt-3.5-turbo,2025-08-15T00:36:09.395743,2568,0.7,2,False,2,2,True,True,,"eltamd, cerave"
mineral sunscreen for rosacea,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:36:20.768416,2795,0.7,2,False,2,2,True,True,,"eltamd, cerave"
mineral sunscreen for rosacea,google,gemini-1.5-pro,2025-08-15T00:36:23.698505,3965,0.9000000000000001,5,False,5,5,True,True,,"badger, blue lizard, thinkbaby"
hypoallergenic mineral sunscreen,openai,gpt-4,2025-08-15T00:36:26.804445,2071,0.9000000000000001,5,False,3,3,True,True,,"blue lizard, eltamd, neutrogena"
hypoallergenic mineral sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:36:22.605828,2477,0.9000000000000001,4,False,4,4,True,True,,"blue lizard, eltamd, cerave"
hypoallergenic mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:36:30.592760,2052,0.7,2,False,2,2,True,False,,"eltamd, cerave"
hypoallergenic mineral sunscreen,google,gemini-1.5-pro,2025-08-15T00:36:37.764777,4013,0.9000000000000001,6,False,5,5,True,True,,"badger, blue lizard, thinkbaby"
fragrance free mineral sunscreen,openai,gpt-4,2025-08-15T00:36:37.366583,1907,0.9000000000000001,8,False,4,4,True,True,,"blue lizard, eltamd, cerave"
fragrance free mineral sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:36:28.041600,1930,0.8,3,False,3,3,True,True,,"blue lizard, eltamd, cerave"
fragrance free mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:36:36.124844,1862,0.9000000000000001,4,False,4,4,True,False,,"blue lizard, eltamd, cerave"
fragrance free mineral sunscreen,google,gemini-1.5-pro,2025-08-15T00:36:42.829904,3756,0.9000000000000001,6,False,6,6,True,True,,"badger, thinksport, blue lizard"
mineral sunscreen for eczema,openai,gpt-4,2025-08-15T00:36:45.649111,2623,0.9000000000000001,6,False,3,3,True,True,,"blue lizard, eltamd, neutrogena"
mineral sunscreen for eczema,openai,gpt-3.5-turbo,2025-08-15T00:36:41.040358,2678,0.8,3,False,3,3,True,True,,"blue lizard, eltamd, cerave"
mineral sunscreen for eczema,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:36:48.520456,2406,0.7,2,False,2,2,True,True,,"cerave, neutrogena"
mineral sunscreen for eczema,google,gemini-1.5-pro,2025-08-15T00:36:51.734375,3925,0.9000000000000001,5,False,5,5,True,True,,"badger, blue lizard, thinkbaby"
pregnancy safe mineral sunscreen,openai,gpt-4,2025-08-15T00:36:57.006156,2497,0.9000000000000001,5,False,5,5,True,True,,"supergoop, badger, blue lizard"
pregnancy safe mineral sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:36:46.117566,2324,0.9000000000000001,5,False,5,5,True,True,,"badger, coola, blue lizard"
pregnancy safe mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:36:58.589410,2561,0.9000000000000001,11,False,6,6,True,True,,"supergoop, badger, thinkbaby"
pregnancy safe mineral sunscreen,google,gemini-1.5-pro,2025-08-15T00:36:59.504312,3753,0.9000000000000001,6,False,6,6,True,True,,"badger, blue lizard, sun bum"
mineral sunscreen for oily skin,openai,gpt-4,2025-08-15T00:37:08.484586,2123,0.9000000000000001,4,False,2,2,True,True,,"eltamd, supergoop"
mineral sunscreen for oily skin,openai,gpt-3.5-turbo,2025-08-15T00:36:55.605733,2218,0.8,3,False,3,3,True,True,,"coola, eltamd, bare republic"
mineral sunscreen for oily skin,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:37:05.721189,1917,0.9000000000000001,5,False,3,3,True,False,,"cerave, supergoop, eltamd"
mineral sunscreen for oily skin,google,gemini-1.5-pro,2025-08-15T00:37:11.247273,3787,0.9000000000000001,4,True,3,4,True,True,"* **Brush On Block Mineral Powder Sunscreen SPF 30:** Another excellent powder option, this sunscreen is easy to apply and provides broad-spectrum protection","cerave, supergoop, eltamd"
how to apply powder sunscreen correctly,openai,gpt-4,2025-08-15T00:37:10.243782,1840,0.4,1,False,1,1,True,True,,eltamd
how to apply powder sunscreen correctly,openai,gpt-3.5-turbo,2025-08-15T00:37:03.053715,1582,0.6000000000000001,1,False,1,1,True,True,,supergoop
how to apply powder sunscreen correctly,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:37:12.169758,1693,0.6000000000000001,1,False,1,1,True,True,,supergoop
how to apply powder sunscreen correctly,google,gemini-1.5-pro,2025-08-15T00:37:21.896914,4164,0.8,3,True,1,2,True,True,"* **Brush On Block Mineral Powder Sunscreen SPF 30:** Another excellent mineral option, this sunscreen is translucent and works well on all skin types",supergoop
powder sunscreen over makeup tutorial,openai,gpt-4,2025-08-15T00:37:24.613272,2766,0.7,2,False,1,1,True,True,,supergoop
powder sunscreen over makeup tutorial,openai,gpt-3.5-turbo,2025-08-15T00:37:13.499195,1944,0.6000000000000001,1,False,1,1,True,True,,supergoop
powder sunscreen over makeup tutorial,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:37:21.189632,1849,0.6000000000000001,1,False,1,1,True,False,,supergoop
powder sunscreen over makeup tutorial,google,gemini-1.5-pro,2025-08-15T00:37:28.958571,4434,0.7,2,True,1,2,True,False,"* **Brush On Block Mineral Powder Sunscreen SPF 30:** This translucent powder contains only four ingredients: titanium dioxide, zinc oxide, iron oxides, and mica",supergoop
reapplying powder sunscreen during day,openai,gpt-4,2025-08-15T00:37:27.220920,2204,0.9000000000000001,4,True,1,2,True,True,"**Brush On Block Mineral Sunscreen Powder, Broad Spectrum SPF 30** 
   This powder sunscreen is a mineral-based formula, meaning it uses active ingredients like titanium dioxide and zinc oxide to physically block the sun's rays",supergoop
reapplying powder sunscreen during day,openai,gpt-3.5-turbo,2025-08-15T00:37:24.476355,1730,0.4,1,False,1,1,True,True,,supergoop
reapplying powder sunscreen during day,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:37:30.803696,1617,0.6000000000000001,1,False,1,1,True,True,,supergoop
reapplying powder sunscreen during day,google,gemini-1.5-pro,2025-08-15T00:37:40.125430,3928,0.7,2,True,1,2,True,True,* **Brush On Block Translucent Mineral Powder Sunscreen SPF 30:**  A translucent option good for all skin tones,supergoop
setting powder with SPF vs sunscreen,openai,gpt-4,2025-08-15T00:37:44.808571,2969,0.9000000000000001,6,False,3,3,True,True,,"eltamd, supergoop, neutrogena"
setting powder with SPF vs sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:37:30.291813,1918,0.7,2,False,2,2,True,True,,"cerave, supergoop"
setting powder with SPF vs sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:37:36.469497,1433,0.6000000000000001,2,False,2,2,True,False,,"eltamd, supergoop"
setting powder with SPF vs sunscreen,google,gemini-1.5-pro,2025-08-15T00:37:45.241201,3558,0.9000000000000001,4,False,3,3,True,False,,"cerave, supergoop, eltamd"
mineral sunscreen application tips,openai,gpt-4,2025-08-15T00:37:47.848246,2655,0.9000000000000001,7,False,3,3,True,True,,"blue lizard, eltamd, neutrogena"
mineral sunscreen application tips,openai,gpt-3.5-turbo,2025-08-15T00:37:42.279249,2272,0.7,2,False,2,2,True,True,,"eltamd, cerave"
mineral sunscreen application tips,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:37:53.920730,2608,0.9000000000000001,7,False,7,7,True,False,,"supergoop, coola, blue lizard"
mineral sunscreen application tips,google,gemini-1.5-pro,2025-08-15T00:37:55.688413,3500,0.9000000000000001,6,False,6,6,True,True,,"supergoop, all good, thinksport"
how much powder sunscreen to use,openai,gpt-4,2025-08-15T00:37:57.123267,2069,0.9000000000000001,6,True,1,2,True,False,Brush On Block Protective Lip Oil SPF 32: This product is specifically for your lips,supergoop
how much powder sunscreen to use,openai,gpt-3.5-turbo,2025-08-15T00:37:47.802519,1676,0.6000000000000001,1,False,1,1,True,False,,supergoop
how much powder sunscreen to use,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:37:56.091117,1415,0.6000000000000001,1,False,1,1,True,True,,supergoop
how much powder sunscreen to use,google,gemini-1.5-pro,2025-08-15T00:38:02.655464,3592,0.8,3,True,2,3,True,True,"* **Brush On Block Mineral Powder Sunscreen SPF 30:** Another excellent mineral option, this sunscreen is fragrance-free and hypoallergenic, reducing the risk of irritation","coola, supergoop"
powder sunscreen for touch ups,openai,gpt-4,2025-08-15T00:38:07.657742,2668,0.8,3,False,1,1,True,True,,supergoop
powder sunscreen for touch ups,openai,gpt-3.5-turbo,2025-08-15T00:38:00.087990,2109,0.6000000000000001,1,False,1,1,True,True,,supergoop
powder sunscreen for touch ups,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:38:05.319163,1787,0.6000000000000001,1,False,1,1,True,False,,supergoop
powder sunscreen for touch ups,google,gemini-1.5-pro,2025-08-15T00:38:10.636968,3607,0.7,2,True,1,2,True,True,"* **Brush On Block Mineral Powder Sunscreen SPF 30:** Another popular brush-on option, this one is slightly more affordable than Colorescience",supergoop
layering mineral sunscreen with skincare,openai,gpt-4,2025-08-15T00:38:15.283275,2302,0.9000000000000001,8,False,3,3,True,True,,"eltamd, supergoop, neutrogena"
layering mineral sunscreen with skincare,openai,gpt-3.5-turbo,2025-08-15T00:38:07.576571,1500,0.7,2,False,2,2,True,False,,"eltamd, cerave"
layering mineral sunscreen with skincare,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:38:18.057487,2408,0.9000000000000001,5,False,4,4,True,True,,"cerave, supergoop, neutrogena"
layering mineral sunscreen with skincare,google,gemini-1.5-pro,2025-08-15T00:38:23.748236,4331,0.9000000000000001,6,False,5,5,True,True,,"supergoop, badger, blue lizard"
mineral sunscreen under foundation,openai,gpt-4,2025-08-15T00:38:31.536140,2739,0.9000000000000001,12,False,3,3,True,True,,"cerave, supergoop, eltamd"
mineral sunscreen under foundation,openai,gpt-3.5-turbo,2025-08-15T00:38:14.222961,2516,0.8,3,False,3,3,True,True,,"coola, eltamd, drunk elephant"
mineral sunscreen under foundation,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:38:22.827933,1481,0.7,2,False,2,2,True,False,,"cerave, supergoop"
mineral sunscreen under foundation,google,gemini-1.5-pro,2025-08-15T00:38:30.102256,3821,0.8,3,False,3,3,True,False,,"cerave, supergoop, eltamd"
best way to blend powder sunscreen,openai,gpt-4,2025-08-15T00:38:34.190701,2395,0.9000000000000001,4,False,1,1,True,True,,supergoop
best way to blend powder sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:38:26.101248,2319,0.5,2,True,1,2,True,False,**Brush On Block Mineral Sunscreen Powder SPF 30**: This mineral sunscreen powder offers SPF 30 protection and is water-resistant,supergoop
best way to blend powder sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:38:31.534795,1380,0.4,0,False,0,0,True,False,,
best way to blend powder sunscreen,google,gemini-1.5-pro,2025-08-15T00:38:38.380651,3050,0.7,2,True,1,2,True,True,"**Recommended products:** *Brush On Block Mineral Powder Sunscreen SPF 30*, *Thinkbaby Safe Sunscreen SPF 50+*",thinkbaby
zinc oxide vs titanium dioxide sunscreen,openai,gpt-4,2025-08-15T00:38:44.638817,1836,0.9000000000000001,4,False,1,1,True,False,,eltamd
zinc oxide vs titanium dioxide sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:38:34.661249,2194,0.9000000000000001,4,False,4,4,True,True,,"blue lizard, eltamd, cerave"
zinc oxide vs titanium dioxide sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:38:44.636608,2256,0.9000000000000001,6,False,3,3,True,False,,"eltamd, cerave, neutrogena"
zinc oxide vs titanium dioxide sunscreen,google,gemini-1.5-pro,2025-08-15T00:38:50.474650,4163,0.9000000000000001,6,False,6,6,True,True,,"supergoop, badger, blue lizard"
nano vs non nano mineral sunscreen,openai,gpt-4,2025-08-15T00:38:47.301740,2440,0.9000000000000001,4,False,3,3,True,True,,"eltamd, badger, thinksport"
nano vs non nano mineral sunscreen,openai,gpt-3.5-turbo,2025-08-15T00:38:41.454449,2150,0.6,3,False,3,3,True,False,,"eltamd, badger, thinkbaby"
nano vs non nano mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-15T00:38:52.257020,2024,0.9000000000000001,6,False,6,6,True,False,,"supergoop, badger, blue lizard"
nano vs non nano mineral sunscreen,google,gemini-1.5-pro,2025-08-15T00:39:00.611615,4174,0.9000000000000001,4,False,4,4,True,True,,"eltamd, supergoop, badger"
mineral sunscreen ingredients to avoid,openai,gpt-4,2025-08-15T00:38:58.307837,2668,0.9000000000000001,4,False,4,4,True,True,,"coola, eltamd, neutrogena"
mineral sunscreen ingredients to avoid,openai,gpt-3.5-turbo,2025-08-15T00:38:51.291798,2467,0.7,3,False,3,3,True,False,,"coola, eltamd, badger"
