query,ai_engine,model,timestamp,brand,product,position,sentiment,mention_type,confidence,context,is_your_brand
best mineral sunscreen 2024,openai,gpt-4,2025-08-18T00:21:53.584388,blue lizard,australian sunscreen,63,neutral,indirect,0.8,Blue Lizard Australian Sunscreen,False
best mineral sunscreen 2024,openai,gpt-4,2025-08-18T00:21:53.584388,supergoop,,67,neutral,indirect,0.5,Supergoop,False
best mineral sunscreen 2024,openai,gpt-4,2025-08-18T00:21:53.584388,supergoop,,72,neutral,indirect,0.5,Supergoop,False
best mineral sunscreen 2024,openai,gpt-4,2025-08-18T00:21:53.584388,supergoop,,73,neutral,indirect,0.5,https://supergoop,False
best mineral sunscreen 2024,openai,gpt-3.5-turbo,2025-08-18T00:21:42.218574,eltamd,spectrum,5,neutral,indirect,0.8,"**EltaMD UV Physical Broad-Spectrum SPF 41**: This mineral sunscreen is formulated with 9% transparent zinc oxide and 7% titanium dioxide, providing broad-spectrum protection",False
best mineral sunscreen 2024,openai,gpt-3.5-turbo,2025-08-18T00:21:42.218574,coola,crème,9,neutral,indirect,0.8,"**Coola Mineral Sun Silk Crème SPF 30**: Coola's Mineral Sun Silk Crème is a luxurious, antioxidant-rich sunscreen that blends zinc oxide with organic ingredients like shea butter and plankton extract",False
best mineral sunscreen 2024,openai,gpt-3.5-turbo,2025-08-18T00:21:42.218574,drunk elephant,defense,17,neutral,indirect,0.8,**Drunk Elephant Umbra Sheer Physical Daily Defense SPF 30**: Drunk Elephant's mineral sunscreen features 20% zinc oxide for broad-spectrum protection,False
best mineral sunscreen 2024,openai,gpt-3.5-turbo,2025-08-18T00:21:42.218574,supergoop,,21,neutral,indirect,0.5,**Supergoop,False
best mineral sunscreen 2024,openai,gpt-3.5-turbo,2025-08-18T00:21:42.218574,supergoop,lotion,22,neutral,indirect,0.8,Zincscreen 100% Mineral Lotion SPF 40**: This mineral sunscreen from Supergoop,False
best mineral sunscreen 2024,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:21:45.398254,eltamd,spectrum,2,neutral,indirect,0.8,"EltaMD UV Pure Broad-Spectrum SPF 47
- Key ingredients: Zinc oxide (10%) and titanium dioxide (5",False
best mineral sunscreen 2024,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:21:45.398254,cerave,sunscreen,5,neutral,direct,0.8,"CeraVe Hydrating Mineral Sunscreen SPF 50
- Contains ceramides and niacinamide
- Very moisturizing
- Good for dry and sensitive skin
- Affordable price point
- Available at most drugstores

For Face-Specific Use:
4",False
best mineral sunscreen 2024,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:21:45.398254,thinksport,thinksport,7,neutral,indirect,0.8,"ThinkSport SPF 50+
- Very water-resistant (80 minutes)
- Reef-safe formula
- Good for sports and swimming
- Non-greasy finish
- Suitable for body and face

For Sensitive Skin:
6",False
best mineral sunscreen 2024,google,gemini-1.5-pro,2025-08-18T00:21:53.441157,cerave,sunscreen,6,positive,indirect,0.8,"* **CeraVe Mineral Sunscreen SPF 30 Face Lotion with Zinc Oxide and Titanium Dioxide:**  Another excellent choice for sensitive skin, this lightweight, oil-free formula is also fragrance-free and non-comedogenic",False
best mineral sunscreen 2024,google,gemini-1.5-pro,2025-08-18T00:21:53.441157,blue lizard,sensitive,9,neutral,indirect,0.8,* **Blue Lizard Australian Sunscreen Sensitive SPF 30+:** This sunscreen is specifically formulated for sensitive skin and is free of fragrances and parabens,False
best mineral sunscreen 2024,google,gemini-1.5-pro,2025-08-18T00:21:53.441157,eltamd,spectrum,13,positive,direct,0.8,"**For Everyday Use:**

* **EltaMD UV Elements Tinted Broad-Spectrum SPF 44:** This tinted mineral sunscreen is a favorite among dermatologists",False
best mineral sunscreen 2024,google,gemini-1.5-pro,2025-08-18T00:21:53.441157,supergoop,,16,neutral,indirect,0.5,* **Supergoop,False
best mineral sunscreen 2024,google,gemini-1.5-pro,2025-08-18T00:21:53.441157,thinksport,thinksport,23,neutral,indirect,0.8,"**For Active Lifestyles:**

* **Thinksport SPF 50+ Sunscreen:** This sunscreen is water-resistant (80 minutes) and provides broad-spectrum protection with zinc oxide",False
best mineral sunscreen 2024,google,gemini-1.5-pro,2025-08-18T00:21:53.441157,badger,cream,26,negative,indirect,0.8,* **Badger Sport Sunscreen Cream SPF 35:** This certified organic sunscreen is water-resistant (40 minutes) and offers broad-spectrum protection with zinc oxide,False
best mineral sunscreen 2024,google,gemini-1.5-pro,2025-08-18T00:21:53.441157,thinkbaby,sunscreen,29,neutral,indirect,0.8,"**For Babies and Children:**

* **Thinkbaby Safe Sunscreen SPF 50+:**  Specifically formulated for delicate skin, this sunscreen is free of harmful chemicals and offers broad-spectrum protection with zinc oxide",False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-18T00:21:49.025428,eltamd,spectrum,2,positive,indirect,0.8,**EltaMD UV Clear Broad-Spectrum SPF 46**: This oil-free sunscreen is perfect for sensitive and acne-prone skin,False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-18T00:21:49.025428,eltamd,,5,neutral,indirect,0.5,(Source: [EltaMD](https://eltamd,False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-18T00:21:49.025428,cerave,tint,7,neutral,indirect,0.8,**CeraVe Hydrating Sunscreen Face Sheer Tint SPF 30**: This is a mineral sunscreen that contains both zinc oxide and titanium dioxide,False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-18T00:21:49.025428,cerave,,10,neutral,indirect,0.5,(Source: [CeraVe](https://www,False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-18T00:21:49.025428,cerave,,11,neutral,indirect,0.5,cerave,False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-18T00:21:49.025428,blue lizard,sensitive,13,neutral,direct,0.8,"**Blue Lizard Australian Sunscreen, Sensitive SPF 30+**: This sunscreen uses 10% Zinc Oxide and 5% Titanium Dioxide for sun protection",False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-18T00:21:49.025428,blue lizard,,16,neutral,indirect,0.5,(Source: [Blue Lizard](https://www,False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-18T00:21:49.025428,aveeno,sunscreen,19,positive,indirect,0.8,"**Aveeno Positively Mineral Sensitive Skin Sunscreen SPF 50**: This sunscreen is perfect for sensitive skin, using 21",False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-18T00:21:49.025428,aveeno,,23,neutral,indirect,0.5,(Source: [Aveeno](https://www,False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-18T00:21:49.025428,aveeno,,24,neutral,indirect,0.5,aveeno,False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-18T00:21:49.025428,neutrogena,sunscreen,26,neutral,direct,0.8,**Neutrogena Sheer Zinc Dry-Touch Sunscreen SPF 50**: This sunscreen uses 21,False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-18T00:21:49.025428,neutrogena,,30,neutral,indirect,0.5,(Source: [Neutrogena](https://www,False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-18T00:21:49.025428,neutrogena,,31,neutral,indirect,0.5,neutrogena,False
top rated zinc oxide sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:21:47.725529,eltamd,spectrum,4,neutral,indirect,0.8,**EltaMD UV Clear Broad-Spectrum SPF 46**: This sunscreen is a popular choice among dermatologists and skincare enthusiasts,False
top rated zinc oxide sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:21:47.725529,cerave,sunscreen,9,positive,indirect,0.8,**CeraVe Hydrating Mineral Sunscreen SPF 30**: CeraVe is known for its gentle and effective skincare products,False
top rated zinc oxide sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:21:47.725529,blue lizard,sensitive,14,neutral,indirect,0.8,**Blue Lizard Australian Sunscreen Sensitive SPF 30+**: This sunscreen is specifically designed for sensitive skin,False
top rated zinc oxide sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:21:47.725529,badger,cream,21,negative,indirect,0.8,**Badger Sport Sunscreen Cream SPF 35**: Badger is known for its natural and organic sunscreen products,False
top rated zinc oxide sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:21:57.212318,eltamd,spectrum,2,neutral,indirect,0.8,"EltaMD UV Pure Broad-Spectrum SPF 47
- Key ingredients: 10% Zinc Oxide, 5",False
top rated zinc oxide sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:21:57.212318,cerave,sunscreen,6,positive,indirect,1.0,"CeraVe Hydrating Mineral Sunscreen SPF 50
- Key ingredients: 10% Zinc Oxide
- Best for: Dry and sensitive skin
- Benefits: Contains ceramides and niacinamide
- Non-comedogenic, affordable

For Sensitive Skin:

5",False
top rated zinc oxide sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:21:57.212318,badger,sunscreen,8,negative,indirect,0.8,"Badger Broad Spectrum Sunscreen SPF 30
- Key ingredients: 18",False
top rated zinc oxide sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:21:57.212318,cerave,,10,positive,direct,0.7,"Australian Gold Botanical SPF 50 Tinted Face Sunscreen
- Key ingredients: Zinc Oxide and Titanium Dioxide
- Best for: All skin tones
- Benefits: Contains antioxidant-rich botanicals
- Provides light coverage

Key Features to Look For:
- Broad-spectrum protection
- At least 10% zinc oxide concentration
- Water resistance if needed
- Additional beneficial ingredients like niacinamide or antioxidants

Application Tips:
- Apply generously (1/4 teaspoon for face)
- Reapply every 2 hours or after swimming/sweating
- Allow to dry for a few minutes before applying makeup

Price Ranges:
- Budget: $10-15 (CeraVe, Neutrogena)
- Mid-range: $20-35 (EltaMD, La Roche-Posay)
- Premium: $35+ (Colorescience)

These recommendations are based on:
- Clinical studies
- Dermatologist recommendations
- Consumer reviews
- Protection level
- Formulation quality",False
top rated zinc oxide sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:21:57.212318,eltamd,,10,positive,direct,0.7,"Australian Gold Botanical SPF 50 Tinted Face Sunscreen
- Key ingredients: Zinc Oxide and Titanium Dioxide
- Best for: All skin tones
- Benefits: Contains antioxidant-rich botanicals
- Provides light coverage

Key Features to Look For:
- Broad-spectrum protection
- At least 10% zinc oxide concentration
- Water resistance if needed
- Additional beneficial ingredients like niacinamide or antioxidants

Application Tips:
- Apply generously (1/4 teaspoon for face)
- Reapply every 2 hours or after swimming/sweating
- Allow to dry for a few minutes before applying makeup

Price Ranges:
- Budget: $10-15 (CeraVe, Neutrogena)
- Mid-range: $20-35 (EltaMD, La Roche-Posay)
- Premium: $35+ (Colorescience)

These recommendations are based on:
- Clinical studies
- Dermatologist recommendations
- Consumer reviews
- Protection level
- Formulation quality",False
top rated zinc oxide sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:21:57.212318,neutrogena,,10,positive,direct,0.7,"Australian Gold Botanical SPF 50 Tinted Face Sunscreen
- Key ingredients: Zinc Oxide and Titanium Dioxide
- Best for: All skin tones
- Benefits: Contains antioxidant-rich botanicals
- Provides light coverage

Key Features to Look For:
- Broad-spectrum protection
- At least 10% zinc oxide concentration
- Water resistance if needed
- Additional beneficial ingredients like niacinamide or antioxidants

Application Tips:
- Apply generously (1/4 teaspoon for face)
- Reapply every 2 hours or after swimming/sweating
- Allow to dry for a few minutes before applying makeup

Price Ranges:
- Budget: $10-15 (CeraVe, Neutrogena)
- Mid-range: $20-35 (EltaMD, La Roche-Posay)
- Premium: $35+ (Colorescience)

These recommendations are based on:
- Clinical studies
- Dermatologist recommendations
- Consumer reviews
- Protection level
- Formulation quality",False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:03.585089,thinkbaby,sunscreen,2,neutral,indirect,0.9,"Here are some top-rated options categorized by skin type and need:

**For Sensitive Skin:**

* **Thinkbaby Safe Sunscreen SPF 50+:** This mineral sunscreen is fragrance-free, hypoallergenic, and specifically formulated for delicate skin",False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:03.585089,badger,cream,5,neutral,indirect,0.8,* **Badger Baby Sunscreen Cream SPF 30:** Another great option for babies and adults with sensitive skin,False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:03.585089,blue lizard,sensitive,9,neutral,indirect,0.8,"* **Blue Lizard Australian Sunscreen, Sensitive SPF 30+:** This sunscreen features 10% zinc oxide and is free of fragrances and parabens",False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:03.585089,eltamd,spectrum,11,positive,indirect,0.8,"**For Face:**

* **EltaMD UV Clear Broad-Spectrum SPF 46:** This lightweight, oil-free formula contains 9% zinc oxide and niacinamide, making it ideal for acne-prone and sensitive skin",False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:03.585089,supergoop,,15,neutral,indirect,0.5,* **Supergoop,False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:03.585089,thinksport,thinksport,18,neutral,indirect,0.8,"**For Body:**

* **Thinksport SPF 50+ Sunscreen:** This sunscreen boasts 20% zinc oxide and is water-resistant (80 minutes), making it ideal for swimming and other outdoor activities",False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:03.585089,all good,lotion,20,neutral,indirect,0.8,* **All Good Mineral Sunscreen Lotion SPF 30:**  A reef-safe option containing 25% zinc oxide,False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:03.585089,sun bum,original,22,neutral,indirect,0.8,"* **Sun Bum Original SPF 30 Sunscreen Lotion:** While containing both zinc oxide and chemical filters, this option provides a good balance of protection and a more traditional sunscreen feel",False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:03.585089,coola,sport,24,neutral,indirect,0.8,"**For Active Lifestyles:**

* **Coola Classic Sport SPF 50 Sunscreen Spray:** This spray-on sunscreen utilizes 7% zinc oxide and is designed for active individuals",False
mineral powder sunscreen recommendations,openai,gpt-4,2025-08-18T00:22:05.860666,supergoop,,23,neutral,indirect,0.5,**Supergoop,False
mineral powder sunscreen recommendations,openai,gpt-4,2025-08-18T00:22:05.860666,supergoop,powder,24,neutral,indirect,0.8,"Invincible Setting Powder SPF 45**
   - This setting powder by Supergoop",False
mineral powder sunscreen recommendations,openai,gpt-4,2025-08-18T00:22:05.860666,supergoop,,28,neutral,indirect,0.5,- Source: [Supergoop](https://supergoop,False
mineral powder sunscreen recommendations,openai,gpt-4,2025-08-18T00:22:05.860666,your_brand,,30,neutral,direct,0.5,"**Brush On Block Broad Spectrum SPF 30 Mineral Powder Sunscreen**
   - This product uses titanium dioxide and zinc oxide to provide broad-spectrum SPF 30 protection",True
mineral powder sunscreen recommendations,openai,gpt-4,2025-08-18T00:22:05.860666,your_brand,,34,neutral,indirect,0.5,- Source: [Brush On Block](https://brushonblock,True
mineral powder sunscreen recommendations,openai,gpt-3.5-turbo,2025-08-18T00:21:57.649860,supergoop,,8,neutral,indirect,0.5,**Supergoop,False
mineral powder sunscreen recommendations,openai,gpt-3.5-turbo,2025-08-18T00:21:57.649860,supergoop,wder,9,neutral,indirect,0.8,Invincible Setting Powder SPF 45**: This mineral powder sunscreen from Supergoop,False
mineral powder sunscreen recommendations,openai,gpt-3.5-turbo,2025-08-18T00:21:57.649860,your_brand,,18,neutral,indirect,0.5,"**Brush on Block Mineral Sunscreen Powder SPF 30**: This mineral powder sunscreen comes in a convenient brush-on packaging, making it easy to apply and reapply throughout the day",True
mineral powder sunscreen recommendations,google,gemini-1.5-pro,2025-08-18T00:22:11.849546,your_brand,,8,neutral,indirect,0.5,* **Brush On Block Mineral Powder Sunscreen SPF 30:** This budget-friendly option offers broad-spectrum protection and is water-resistant for up to 80 minutes,True
mineral powder sunscreen recommendations,google,gemini-1.5-pro,2025-08-18T00:22:11.849546,supergoop,,19,neutral,indirect,0.5,"**For Body:**

* **Supergoop",False
mineral powder sunscreen recommendations,google,gemini-1.5-pro,2025-08-18T00:22:11.849546,thinkbaby,sunscreen,23,positive,direct,1.0,"* **Thinkbaby Safe Sunscreen SPF 50+ (comes in stick and lotion form, but can be applied over powder):** While not a powder itself,  Thinkbaby is a very popular mineral sunscreen option (Zinc Oxide) and is often recommended for babies and children due to its gentle formulation",False
best reef safe sunscreen,openai,gpt-4,2025-08-18T00:22:14.062638,blue lizard,australian sunscreen,4,neutral,indirect,0.8,"**Blue Lizard Australian Sunscreen**
   - SPF: 30+
   - Skin Type: All types
   - Key Ingredients: Zinc Oxide, Titanium Dioxide
   - Benefits: This brand is known for its high-quality mineral-based sunscreens",False
best reef safe sunscreen,openai,gpt-4,2025-08-18T00:22:14.062638,badger,badger,7,negative,indirect,0.8,"**Badger SPF 30 Unscented Sunscreen Cream**
   - SPF: 30
   - Skin Type: All types, especially sensitive skin
   - Key Ingredients: Zinc Oxide
   - Benefits: This sunscreen is made with just five simple ingredients, including sunflower oil, beeswax, and vitamin E",False
best reef safe sunscreen,openai,gpt-4,2025-08-18T00:22:14.062638,thinksport,thinksport,11,neutral,indirect,0.8,"**Thinksport SPF 50+ Sunscreen**
   - SPF: 50+
   - Skin Type: All types
   - Key Ingredients: Zinc Oxide
   - Benefits: Thinksport Sunscreen is a high-SPF option that's free of biologically harmful chemicals",False
best reef safe sunscreen,openai,gpt-4,2025-08-18T00:22:14.062638,all good,good,14,positive,indirect,0.8,"**All Good SPF 30 Sport Sunscreen Lotion**
   - SPF: 30
   - Skin Type: All types, especially active individuals
   - Key Ingredients: Zinc Oxide
   - Benefits: This sunscreen is lightweight and non-greasy, making it a good choice for those who are active",False
best reef safe sunscreen,openai,gpt-4,2025-08-18T00:22:14.062638,blue lizard,australian sunscreen,23,neutral,indirect,0.8,[Blue Lizard Australian Sunscreen](https://www,False
best reef safe sunscreen,openai,gpt-4,2025-08-18T00:22:14.062638,badger,badger,26,negative,indirect,0.8,[Badger SPF 30 Sunscreen Cream](https://www,False
best reef safe sunscreen,openai,gpt-4,2025-08-18T00:22:14.062638,badger,,27,negative,indirect,0.5,badgerbalm,False
best reef safe sunscreen,openai,gpt-4,2025-08-18T00:22:14.062638,thinksport,thinksport,30,neutral,indirect,0.8,[Thinksport SPF 50+ Sunscreen](https://gothink,False
best reef safe sunscreen,openai,gpt-4,2025-08-18T00:22:14.062638,thinksport,,31,neutral,indirect,0.5,"com/products/thinksport-sunscreen-spf-50)
4",False
best reef safe sunscreen,openai,gpt-4,2025-08-18T00:22:14.062638,all good,good,32,neutral,indirect,0.8,[All Good SPF 30 Sport Sunscreen Lotion](https://allgoodproducts,False
best reef safe sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:22:05.158244,badger,cream,4,neutral,indirect,0.8,**Badger - Clear Zinc Sunscreen Cream SPF 30**: This mineral sunscreen from Badger is a great reef-safe option,False
best reef safe sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:22:05.158244,thinksport,,8,neutral,indirect,0.5,"**Thinksport - SPF 50 Sunscreen**: Thinksport offers a high SPF mineral sunscreen that is free of oxybenzone and octinoxate, making it safe for coral reefs",False
best reef safe sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:22:05.158244,all good,lotion,12,neutral,indirect,0.8,**All Good - Sport Mineral Sunscreen Lotion SPF 30**: All Good's mineral sunscreen lotion is another reef-safe option that is oxybenzone-free and contains non-nano zinc oxide,False
best reef safe sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:22:13.418040,thinksport,thinksport,3,neutral,indirect,0.8,"ThinkSport SPF 50+
- Mineral-based with zinc oxide
- Water-resistant for 80 minutes
- No biologically harmful chemicals
- Good for active lifestyles
- Biodegradable formula

3",False
best reef safe sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:22:13.418040,all good,sunscreen,5,neutral,indirect,0.8,"All Good Sport Sunscreen SPF 30
- Zinc oxide based
- Contains organic green tea and rose hips
- Reef-friendly
- Good for sensitive skin
- Water-resistant for 80 minutes

Budget-Friendly Option:

5",False
best reef safe sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:22:13.418040,blue lizard,sunscreen,6,positive,indirect,0.8,"Blue Lizard Sensitive Mineral Sunscreen SPF 30+
- Zinc oxide & titanium dioxide
- No chemical active ingredients
- Smart bottle technology (turns blue in UV light)
- Gentle formula
- Australian standards compliant

Premium Option:

6",False
best reef safe sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:22:13.418040,coola,lotion,7,neutral,direct,0.8,"Coola Classic Body Organic Sunscreen Lotion SPF 50
- Plant protection complex
- Antioxidant-rich formula
- Water-resistant
- Organic ingredients
- Luxury feel

Key Features to Look For:
- Only mineral active ingredients (zinc oxide and/or titanium dioxide)
- ""Non-nano"" particles
- No oxybenzone or octinoxate
- Water-resistant formulation
- Biodegradable packaging when possible

Application Tips:
- Apply generously 15 minutes before sun exposure
- Reapply every 2 hours or after swimming/sweating
- Use about 1 oz (30 ml) for full body coverage
- Store in cool, dry place

Remember that ""reef-safe"" is not a regulated term, so always check ingredients",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:21.292231,thinkbaby,sunscreen,5,positive,direct,0.9,"Here are some recommended reef-safe sunscreens, categorized by skin type and need:

**For Sensitive Skin:**

* **Thinkbaby Safe Sunscreen SPF 50+:** This is a popular choice for babies and adults with sensitive skin",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:21.292231,badger,cream,8,neutral,direct,0.8,"* **Badger Baby Sunscreen Cream SPF 30:** Another great option for sensitive skin, this sunscreen is also fragrance-free and uses zinc oxide",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:21.292231,blue lizard,sensitive,10,neutral,indirect,0.8,"* **Blue Lizard Australian Sunscreen, Sensitive SPF 30+:** This mineral sunscreen features zinc oxide and is fragrance-free",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:21.292231,eltamd,spectrum,12,positive,direct,1.0,"**For Face:**

* **EltaMD UV Clear Broad-Spectrum SPF 46:** This dermatologist-recommended sunscreen is lightweight, oil-free, and ideal for acne-prone skin",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:21.292231,supergoop,,14,neutral,indirect,0.5,* **Supergoop,False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:21.292231,cerave,sunscreen,20,neutral,indirect,0.8,"*
* **CeraVe Hydrating Mineral Sunscreen SPF 30 Face Sheer Tint:** This tinted mineral sunscreen provides light coverage while hydrating the skin",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:21.292231,sun bum,original,22,negative,indirect,0.8,"**For Body:**

* **Sun Bum Original SPF 30 Sunscreen Lotion:**  While Sun Bum offers mineral options, their original formula is reef-friendly as it avoids the most common harmful chemicals",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:21.292231,all good,butter,25,positive,indirect,0.8,"*
* **All Good Sport Sunscreen Butter SPF 30:** This thick, water-resistant sunscreen is great for active individuals",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:21.292231,stream2sea,sunscreen,27,neutral,direct,0.8,"* **Stream2Sea Sport Sunscreen SPF 30:**  Specifically designed for water sports, this sunscreen is biodegradable and uses mineral ingredients",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:21.292231,thinkbaby,sunscreen,28,positive,indirect,0.8,"**For Kids:**

* **Thinkbaby Safe Sunscreen SPF 50+ (mentioned above):** Excellent for kids due to its gentle formula and high SPF",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-18T00:22:21.292231,badger,cream,29,neutral,indirect,0.8,* **Badger Baby Sunscreen Cream SPF 30 (mentioned above):**  Another great option for kids with sensitive skin,False
dermatologist recommended mineral sunscreen,openai,gpt-4,2025-08-18T00:22:19.226447,eltamd,spectrum,2,neutral,direct,1.0,**EltaMD UV Physical Tinted Facial Sunscreen Broad-Spectrum SPF 41**: Dermatologists often recommend this brand due to its reputation for high-quality sunscreens,False
dermatologist recommended mineral sunscreen,openai,gpt-4,2025-08-18T00:22:19.226447,blue lizard,sensitive,6,neutral,indirect,0.8,"**Blue Lizard Australian Sunscreen, Sensitive SPF 30+**: This sunscreen is another popular choice among dermatologists",False
dermatologist recommended mineral sunscreen,openai,gpt-4,2025-08-18T00:22:19.226447,neutrogena,spectrum,10,positive,direct,1.0,**Neutrogena Sheer Zinc Dry-Touch Sunscreen Broad Spectrum SPF 50**: Neutrogena is a trusted brand recommended by dermatologists,False
dermatologist recommended mineral sunscreen,openai,gpt-4,2025-08-18T00:22:19.226447,coola,crème,17,neutral,indirect,0.8,**COOLA Mineral Sun Silk Crème SPF 30**: COOLA is known for its organic and eco-conscious products,False
dermatologist recommended mineral sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:22:15.407366,eltamd,spectrum,4,positive,direct,1.0,**EltaMD UV Clear Broad-Spectrum SPF 46**: This sunscreen is often recommended by dermatologists for its lightweight formula that contains 9% transparent zinc oxide to provide broad-spectrum protection,False
