query,ai_engine,model,timestamp,response_length,response_quality,total_citations,your_brand_mentioned,competitors_mentioned,total_brands_mentioned,contains_recommendations,contains_specific_products,mention_context,top_competitors
waterproof mineral sunscreen,google,gemini-1.5-pro,2025-08-18T00:23:50.462079,3908,0.9000000000000001,6,False,6,6,True,True,,"sun bum, thinksport, eltamd"
tinted mineral sunscreen powder,openai,gpt-4,2025-08-18T00:23:49.037061,2465,0.8,3,False,1,1,True,False,,supergoop
tinted mineral sunscreen powder,openai,gpt-3.5-turbo,2025-08-18T00:23:50.592434,2166,0.6000000000000001,1,True,0,1,True,True,**Brush On Block Broad Spectrum SPF 30 Mineral Powder Sunscreen**: This easy-to-use mineral powder sunscreen offers SPF 30 protection using zinc oxide and titanium dioxide,
tinted mineral sunscreen powder,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:23:57.088777,2128,0.6000000000000001,1,True,0,1,True,False,"Brush On Block Mineral Sunscreen Powder SPF 30
- Key features: Reef-safe, broad-spectrum
- Active ingredients: Titanium Dioxide and Zinc Oxide
- Available in 2 shades
- Benefits: Travel-friendly, refillable cartridges
- Best for: All skin types
- Price range: More affordable ($32)

Benefits of Mineral Powder Sunscreens:
- Convenient for reapplication
- Won't disturb makeup
- Good for oily skin (absorbs excess oil)
- Natural-looking finish
- Travel-friendly
- Less likely to cause breakouts

Usage Tips:
1",
tinted mineral sunscreen powder,google,gemini-1.5-pro,2025-08-18T00:24:02.653388,3545,0.7,2,True,1,2,True,True,"* **Brand:** Brush On Block
* **Product:** Mineral Powder Sunscreen SPF 30
* **Ingredients:** Titanium Dioxide 22",supergoop
mineral sunscreen that doesn't leave white cast,openai,gpt-4,2025-08-18T00:24:05.460796,2491,0.8,3,False,3,3,True,True,,"cerave, supergoop, eltamd"
mineral sunscreen that doesn't leave white cast,openai,gpt-3.5-turbo,2025-08-18T00:23:54.417577,2342,0.9000000000000001,5,False,3,3,True,True,,"supergoop, coola, eltamd"
mineral sunscreen that doesn't leave white cast,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:23:58.748808,1693,0.8,3,False,3,3,True,False,,"cerave, supergoop, eltamd"
mineral sunscreen that doesn't leave white cast,google,gemini-1.5-pro,2025-08-18T00:24:09.722435,3939,0.9000000000000001,5,False,5,5,True,False,,"sun bum, eltamd, blue lizard"
sunscreen for acne prone skin mineral,openai,gpt-4,2025-08-18T00:24:15.414250,2518,0.9000000000000001,8,False,3,3,True,True,,"blue lizard, eltamd, neutrogena"
sunscreen for acne prone skin mineral,openai,gpt-3.5-turbo,2025-08-18T00:24:03.946224,2317,0.7,2,False,2,2,True,True,,"cerave, eltamd"
sunscreen for acne prone skin mineral,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:24:12.125376,1987,0.7,2,False,2,2,True,False,,"cerave, eltamd"
sunscreen for acne prone skin mineral,google,gemini-1.5-pro,2025-08-18T00:24:18.906975,3962,0.9000000000000001,4,False,4,4,True,True,,"cerave, eltamd, thinksport"
mineral sunscreen for dark skin tones,openai,gpt-4,2025-08-18T00:24:27.385881,2470,0.9000000000000001,6,False,2,2,True,True,,"supergoop, eltamd"
mineral sunscreen for dark skin tones,openai,gpt-3.5-turbo,2025-08-18T00:24:13.461842,1991,0.7,2,False,2,2,True,True,,"cerave, eltamd"
mineral sunscreen for dark skin tones,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:24:23.805981,2163,0.8,3,False,1,1,True,False,,supergoop
mineral sunscreen for dark skin tones,google,gemini-1.5-pro,2025-08-18T00:24:27.313044,3801,0.9000000000000001,4,False,4,4,True,True,,"thinkbaby, blue lizard, eltamd"
non greasy mineral sunscreen,openai,gpt-4,2025-08-18T00:24:28.815436,1944,0.9000000000000001,8,False,4,4,True,True,,"supergoop, eltamd, neutrogena"
non greasy mineral sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:24:22.903647,2308,0.8,3,False,3,3,True,True,,"coola, eltamd, drunk elephant"
non greasy mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:24:31.096374,1480,0.8,3,False,3,3,True,False,,"cerave, supergoop, eltamd"
non greasy mineral sunscreen,google,gemini-1.5-pro,2025-08-18T00:24:38.677316,4155,0.9000000000000001,6,False,5,5,True,True,,"eltamd, aveeno, cerave"
mineral sunscreen for kids sensitive skin,openai,gpt-4,2025-08-18T00:24:44.591489,2629,0.9000000000000001,18,False,5,5,True,True,,"aveeno, badger, blue lizard"
mineral sunscreen for kids sensitive skin,openai,gpt-3.5-turbo,2025-08-18T00:24:30.352136,2128,0.8,3,False,3,3,True,True,,"thinkbaby, blue lizard, badger"
mineral sunscreen for kids sensitive skin,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:24:39.646381,2108,0.9000000000000001,5,False,5,5,True,False,,"thinksport, badger, cerave"
mineral sunscreen for kids sensitive skin,google,gemini-1.5-pro,2025-08-18T00:24:44.674635,3564,0.9000000000000001,4,False,4,4,True,True,,"thinkbaby, blue lizard, aveeno"
sunscreen that won't clog pores mineral,openai,gpt-4,2025-08-18T00:24:43.372064,2025,0.8,3,False,3,3,False,True,,"coola, eltamd, neutrogena"
sunscreen that won't clog pores mineral,openai,gpt-3.5-turbo,2025-08-18T00:24:41.717165,2239,0.9000000000000001,4,False,3,3,True,False,,"cerave, eltamd, drunk elephant"
sunscreen that won't clog pores mineral,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:24:48.475815,1730,0.8,3,False,3,3,True,False,,"supergoop, eltamd, neutrogena"
sunscreen that won't clog pores mineral,google,gemini-1.5-pro,2025-08-18T00:24:55.213930,3467,0.9000000000000001,5,False,4,4,True,True,,"cerave, supergoop, eltamd"
mineral sunscreen for rosacea,openai,gpt-4,2025-08-18T00:25:01.016976,2818,0.9000000000000001,11,False,4,4,True,True,,"blue lizard, eltamd, aveeno"
mineral sunscreen for rosacea,openai,gpt-3.5-turbo,2025-08-18T00:24:48.721360,2187,0.7,2,False,2,2,True,True,,"cerave, eltamd"
mineral sunscreen for rosacea,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:24:56.503472,2439,0.7,2,False,2,2,True,True,,"cerave, eltamd"
mineral sunscreen for rosacea,google,gemini-1.5-pro,2025-08-18T00:25:02.658590,3982,0.8,3,False,2,2,True,True,,"cerave, eltamd"
hypoallergenic mineral sunscreen,openai,gpt-4,2025-08-18T00:25:01.824805,2277,0.9000000000000001,8,False,4,4,True,True,,"cerave, blue lizard, eltamd"
hypoallergenic mineral sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:24:58.868685,1971,0.8,3,False,3,3,True,True,,"cerave, blue lizard, eltamd"
hypoallergenic mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:25:07.725760,2147,0.9000000000000001,4,False,2,2,True,False,,"cerave, eltamd"
hypoallergenic mineral sunscreen,google,gemini-1.5-pro,2025-08-18T00:25:13.253670,3749,0.9000000000000001,5,False,4,4,True,True,,"cerave, supergoop, eltamd"
fragrance free mineral sunscreen,openai,gpt-4,2025-08-18T00:25:17.186593,2463,0.9000000000000001,10,False,4,4,True,True,,"blue lizard, eltamd, aveeno"
fragrance free mineral sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:25:05.063793,1875,0.8,3,False,3,3,True,True,,"cerave, blue lizard, eltamd"
fragrance free mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:25:12.233523,1875,0.8,3,False,3,3,True,False,,"cerave, eltamd, neutrogena"
fragrance free mineral sunscreen,google,gemini-1.5-pro,2025-08-18T00:25:19.605674,3659,0.9000000000000001,5,False,5,5,True,True,,"eltamd, badger, cerave"
mineral sunscreen for eczema,openai,gpt-4,2025-08-18T00:25:25.972719,2763,0.9000000000000001,10,False,4,4,True,True,,"blue lizard, eltamd, aveeno"
mineral sunscreen for eczema,openai,gpt-3.5-turbo,2025-08-18T00:25:15.915604,2504,0.9000000000000001,5,False,4,4,True,True,,"cerave, blue lizard, eltamd"
mineral sunscreen for eczema,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:25:22.843382,1926,0.7,2,False,2,2,True,False,,"cerave, eltamd"
mineral sunscreen for eczema,google,gemini-1.5-pro,2025-08-18T00:25:29.881118,3721,0.9000000000000001,5,False,5,5,True,True,,"eltamd, badger, cerave"
pregnancy safe mineral sunscreen,openai,gpt-4,2025-08-18T00:25:30.757274,2348,0.9000000000000001,10,False,3,3,True,True,,"blue lizard, eltamd, neutrogena"
pregnancy safe mineral sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:25:23.860825,2203,0.9000000000000001,4,False,4,4,True,True,,"coola, eltamd, aveeno"
pregnancy safe mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:25:32.228071,1860,0.8,3,False,3,3,True,False,,"cerave, supergoop, eltamd"
pregnancy safe mineral sunscreen,google,gemini-1.5-pro,2025-08-18T00:25:37.348465,3636,0.9000000000000001,5,False,5,5,True,True,,"sun bum, thinksport, eltamd"
mineral sunscreen for oily skin,openai,gpt-4,2025-08-18T00:25:38.038087,1873,0.9000000000000001,4,False,3,3,True,True,,"coola, eltamd, neutrogena"
mineral sunscreen for oily skin,openai,gpt-3.5-turbo,2025-08-18T00:25:33.549554,2171,0.7,2,False,2,2,True,True,,"cerave, eltamd"
mineral sunscreen for oily skin,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:25:40.197280,1854,0.7,2,False,2,2,True,False,,"supergoop, eltamd"
mineral sunscreen for oily skin,google,gemini-1.5-pro,2025-08-18T00:25:47.584833,3949,0.8,3,True,2,3,True,True,"* **Brush On Block Mineral Powder Sunscreen SPF 30:** Another excellent powder option, this sunscreen is easy to apply and provides broad-spectrum protection","thinkbaby, eltamd"
how to apply powder sunscreen correctly,openai,gpt-4,2025-08-18T00:25:49.855985,2868,0.8,6,True,1,2,True,False,"**Brush On Block Mineral Sunscreen Powder, Broad Spectrum SPF 30** - This product offers a convenient, on-the-go application",supergoop
how to apply powder sunscreen correctly,openai,gpt-3.5-turbo,2025-08-18T00:25:41.015258,2080,0.6000000000000001,1,False,1,1,True,False,,supergoop
how to apply powder sunscreen correctly,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:25:47.401037,1632,0.6000000000000001,1,False,1,1,True,False,,supergoop
how to apply powder sunscreen correctly,google,gemini-1.5-pro,2025-08-18T00:25:55.841501,3928,0.7,2,True,1,2,True,True,"* **For Body:**
    * **Brush On Block Mineral Powder Sunscreen SPF 30:**  This larger brush is designed for body application, making it convenient for quick touch-ups",supergoop
powder sunscreen over makeup tutorial,openai,gpt-4,2025-08-18T00:25:56.562438,2475,0.9000000000000001,5,True,1,2,True,True,"**Brush On Block Broad Spectrum SPF 30 Mineral Powder Sunscreen**
   - This sunscreen contains Titanium Dioxide and Zinc Oxide for broad-spectrum protection",supergoop
powder sunscreen over makeup tutorial,openai,gpt-3.5-turbo,2025-08-18T00:25:51.307517,2204,0.8,3,True,1,2,True,True,"**Brush On Block Translucent Mineral Powder Sunscreen SPF 30**: This mineral powder sunscreen offers SPF 30 protection and is suitable for all skin types, including sensitive skin",supergoop
powder sunscreen over makeup tutorial,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:25:57.033526,1763,0.6000000000000001,1,False,1,1,True,True,,supergoop
powder sunscreen over makeup tutorial,google,gemini-1.5-pro,2025-08-18T00:26:06.682759,4203,0.7,2,True,1,2,True,True,"**Product Recommendations:**

**For Sensitive Skin:**

* **Brush On Block Mineral Powder Sunscreen SPF 30:** This translucent powder is fragrance-free, oil-free, and formulated with titanium dioxide and zinc oxide, making it ideal for sensitive skin",supergoop
reapplying powder sunscreen during day,openai,gpt-4,2025-08-18T00:26:07.887151,1908,0.9000000000000001,4,True,1,2,True,True,**Brush On Block SPF 30 Mineral Sunscreen**: This is a broad-spectrum SPF 30 powder that uses natural ingredients,supergoop
reapplying powder sunscreen during day,openai,gpt-3.5-turbo,2025-08-18T00:25:58.797261,1807,0.7,2,False,1,1,True,True,,supergoop
reapplying powder sunscreen during day,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:26:05.847330,1753,0.6000000000000001,1,False,1,1,True,False,,supergoop
reapplying powder sunscreen during day,google,gemini-1.5-pro,2025-08-18T00:26:11.394033,3739,0.7,2,False,2,2,True,False,,"supergoop, dermalogica"
setting powder with SPF vs sunscreen,openai,gpt-4,2025-08-18T00:26:11.240715,2615,0.8,3,False,3,3,True,True,,"supergoop, eltamd, neutrogena"
setting powder with SPF vs sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:26:09.205287,2395,0.7,2,False,2,2,True,True,,"supergoop, eltamd"
setting powder with SPF vs sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:26:14.247696,1395,0.6000000000000001,2,False,2,2,True,False,,"supergoop, eltamd"
setting powder with SPF vs sunscreen,google,gemini-1.5-pro,2025-08-18T00:26:23.304548,3845,0.8,5,False,4,4,True,True,,"cerave, supergoop, eltamd"
mineral sunscreen application tips,openai,gpt-4,2025-08-18T00:26:21.050362,2778,0.8,3,False,3,3,True,True,,"blue lizard, eltamd, neutrogena"
mineral sunscreen application tips,openai,gpt-3.5-turbo,2025-08-18T00:26:14.242967,1914,0.7,2,False,2,2,True,True,,"coola, eltamd"
mineral sunscreen application tips,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:26:18.842565,1443,0.5,1,False,1,1,True,False,,eltamd
mineral sunscreen application tips,google,gemini-1.5-pro,2025-08-18T00:26:31.489298,4267,0.9000000000000001,4,False,4,4,True,True,,"supergoop, eltamd, thinksport"
how much powder sunscreen to use,openai,gpt-4,2025-08-18T00:26:30.115258,2766,0.8,3,False,1,1,True,True,,supergoop
how much powder sunscreen to use,openai,gpt-3.5-turbo,2025-08-18T00:26:21.763290,1864,0.6000000000000001,1,False,1,1,True,False,,supergoop
how much powder sunscreen to use,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:26:29.795115,1468,0.4,1,False,1,1,True,True,,supergoop
how much powder sunscreen to use,google,gemini-1.5-pro,2025-08-18T00:26:36.112949,3405,0.7,2,True,1,2,True,True,"* **Brush On Block Mineral Powder Sunscreen SPF 30:**  Another good mineral option, this one comes in tinted and untinted versions",supergoop
powder sunscreen for touch ups,openai,gpt-4,2025-08-18T00:26:35.194573,2189,0.7,2,False,1,1,True,True,,supergoop
powder sunscreen for touch ups,openai,gpt-3.5-turbo,2025-08-18T00:26:33.583268,1946,0.6000000000000001,1,False,1,1,True,True,,supergoop
powder sunscreen for touch ups,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:26:37.782860,1408,0.6000000000000001,1,False,1,1,True,False,,supergoop
powder sunscreen for touch ups,google,gemini-1.5-pro,2025-08-18T00:26:46.118120,3849,0.7,2,True,1,2,True,True,"**For Dry/Sensitive Skin:**

* **Brush On Block Mineral Powder Sunscreen SPF 30:** This talc-free, fragrance-free powder sunscreen is a great option for sensitive skin",supergoop
layering mineral sunscreen with skincare,openai,gpt-4,2025-08-18T00:26:49.050844,2293,0.9000000000000001,9,False,4,4,True,True,,"supergoop, coola, eltamd"
layering mineral sunscreen with skincare,openai,gpt-3.5-turbo,2025-08-18T00:26:38.274497,1941,0.7,2,False,2,2,True,True,,"cerave, eltamd"
layering mineral sunscreen with skincare,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:26:49.876621,2749,0.8,3,False,3,3,True,True,,"cerave, eltamd, neutrogena"
layering mineral sunscreen with skincare,google,gemini-1.5-pro,2025-08-18T00:26:53.474324,4143,0.9000000000000001,4,False,4,4,True,True,,"cerave, supergoop, eltamd"
mineral sunscreen under foundation,openai,gpt-4,2025-08-18T00:26:51.602634,2309,0.9000000000000001,8,False,4,4,True,True,,"cerave, supergoop, eltamd"
mineral sunscreen under foundation,openai,gpt-3.5-turbo,2025-08-18T00:26:49.165205,2221,0.7,2,False,2,2,True,True,,"coola, eltamd"
mineral sunscreen under foundation,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:26:56.924013,1628,0.7,2,False,2,2,True,False,,"cerave, supergoop"
mineral sunscreen under foundation,google,gemini-1.5-pro,2025-08-18T00:27:03.342470,3351,0.9000000000000001,5,False,5,5,True,True,,"eltamd, badger, cerave"
best way to blend powder sunscreen,openai,gpt-4,2025-08-18T00:27:05.298716,2828,0.9000000000000001,5,False,1,1,True,True,,supergoop
best way to blend powder sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:26:54.725428,2068,0.5,1,False,1,1,True,False,,supergoop
best way to blend powder sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:27:02.054095,1560,0.30000000000000004,0,False,0,0,True,False,,
best way to blend powder sunscreen,google,gemini-1.5-pro,2025-08-18T00:27:08.913533,3318,0.8,3,True,1,2,True,True,"Some brands, like *Brush On Block*, sell their own brushes, but any dense brush will work",supergoop
zinc oxide vs titanium dioxide sunscreen,openai,gpt-4,2025-08-18T00:27:08.667451,2260,0.9000000000000001,6,False,2,2,True,False,,"eltamd, neutrogena"
zinc oxide vs titanium dioxide sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:27:06.813129,2355,0.9000000000000001,5,False,4,4,True,True,,"cerave, blue lizard, eltamd"
zinc oxide vs titanium dioxide sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:27:13.070605,1842,0.9000000000000001,9,False,5,5,True,False,,"eltamd, badger, cerave"
zinc oxide vs titanium dioxide sunscreen,google,gemini-1.5-pro,2025-08-18T00:27:20.641682,4047,0.9000000000000001,5,False,5,5,True,True,,"eltamd, badger, cerave"
nano vs non nano mineral sunscreen,openai,gpt-4,2025-08-18T00:27:18.804155,1904,0.7000000000000001,5,False,2,2,True,False,,"eltamd, badger"
nano vs non nano mineral sunscreen,openai,gpt-3.5-turbo,2025-08-18T00:27:12.747991,2027,0.8,3,False,3,3,True,True,,"blue lizard, eltamd, badger"
nano vs non nano mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-18T00:27:19.087742,1927,0.9000000000000001,5,False,3,3,True,False,,"eltamd, thinksport, badger"
nano vs non nano mineral sunscreen,google,gemini-1.5-pro,2025-08-18T00:27:29.339449,4446,0.9000000000000001,4,False,3,3,True,True,,"thinkbaby, eltamd, badger"
