query,ai_engine,model,timestamp,brand,product,position,sentiment,mention_type,confidence,context,is_your_brand
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-31T23:52:50.911035,neutrogena,,8,positive,direct,0.5,"This gentle formula delivers effective broad-spectrum protection against burning UVB and aging UVA rays - and if used with other sun protection measures it can decrease the risk of skin cancer and early skin aging caused by the sun (Neutrogena, n",False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-31T23:52:50.911035,blue lizard,sensitive,11,neutral,indirect,0.8,"Blue Lizard Australian Sunscreen, Sensitive SPF 30+: This sunscreen offers broad-spectrum UVA/UVB protection and 10% Zinc Oxide",False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-31T23:52:50.911035,blue lizard,,13,neutral,indirect,0.5,"It's free of fragrances and parabens, making it a good choice for sensitive skin (Blue Lizard, n",False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-31T23:52:50.911035,badger,,16,negative,indirect,0.7,"Badger - SPF 30 Clear Zinc Sunscreen Cream: This sunscreen contains clear zinc oxide which is a powdered mineral that sits on top of your skin, scattering, absorbing, and reflecting UVA and UVB rays before they reach your living cells",False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-31T23:52:50.911035,badger,,17,negative,indirect,0.5,"It has only 5 simple ingredients, including sunflower oil, beeswax, seabuckthorn, and vitamin E making it safe even for children and sensitive skin (Badger Balm, n",False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-31T23:52:50.911035,eltamd,,23,neutral,indirect,0.5,"References:
EltaMD",False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-31T23:52:50.911035,eltamd,,27,neutral,indirect,0.5,Retrieved from https://eltamd,False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-31T23:52:50.911035,neutrogena,,28,neutral,indirect,0.5,"com/product/uv-clear-broad-spectrum-spf-46/
Neutrogena",False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-31T23:52:50.911035,neutrogena,,33,neutral,indirect,0.5,neutrogena,False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-31T23:52:50.911035,blue lizard,,35,neutral,indirect,0.5,"html
Blue Lizard",False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-31T23:52:50.911035,badger,,41,negative,indirect,0.5,"net/products/sensitive-spf-30-5-oz
Badger Balm",False
top rated zinc oxide sunscreen,openai,gpt-4,2025-08-31T23:52:50.911035,badger,,46,negative,indirect,0.5,badgerbalm,False
top rated zinc oxide sunscreen,openai,gpt-3.5-turbo,2025-08-31T23:52:41.775543,eltamd,spectrum,3,positive,direct,1.0,**EltaMD UV Clear Broad-Spectrum SPF 46**: This sunscreen is often recommended by dermatologists for its lightweight formula that is suitable for acne-prone and sensitive skin,False
top rated zinc oxide sunscreen,openai,gpt-3.5-turbo,2025-08-31T23:52:41.775543,cerave,sunscreen,6,positive,indirect,0.8,**CeraVe Hydrating Mineral Sunscreen SPF 30**: CeraVe is well-known for its gentle and hydrating skincare products,False
top rated zinc oxide sunscreen,openai,gpt-3.5-turbo,2025-08-31T23:52:41.775543,blue lizard,sensitive,11,neutral,indirect,0.8,**Blue Lizard Australian Sunscreen Sensitive SPF 30+**: This mineral sunscreen is specifically designed for sensitive skin,False
top rated zinc oxide sunscreen,openai,gpt-3.5-turbo,2025-08-31T23:52:41.775543,thinkbaby,sunscreen,20,neutral,indirect,0.8,"**Thinkbaby Safe Sunscreen SPF 50+**: While designed for babies, this sunscreen is suitable for the whole family",False
top rated zinc oxide sunscreen,openai,gpt-3.5-turbo,2025-08-31T23:52:41.775543,thinkbaby,thinkbaby sunscreen,22,neutral,indirect,0.8,Thinkbaby sunscreen is also reef-friendly and free from harmful chemicals like avobenzone and oxybenzone,False
top rated zinc oxide sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-31T23:52:51.607261,eltamd,spectrum,2,neutral,indirect,0.8,"EltaMD UV Pure Broad-Spectrum SPF 47
- Key ingredients: 10% Zinc Oxide, 5",False
top rated zinc oxide sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-31T23:52:51.607261,cerave,sunscreen,5,neutral,indirect,0.8,"CeraVe Hydrating Mineral Sunscreen SPF 50
- Key ingredients: 10% Zinc Oxide, 5",False
top rated zinc oxide sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-31T23:52:51.607261,supergoop,,7,neutral,indirect,0.5,Supergoop,False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-31T23:53:02.289505,thinkbaby,sunscreen,4,positive,indirect,0.9,"Here are some top-rated zinc oxide sunscreens categorized by skin type and need:

**For Sensitive Skin:**

* **Thinkbaby Safe Sunscreen SPF 50+:** This fragrance-free, thick cream is excellent for babies and adults with sensitive skin",False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-31T23:53:02.289505,thinkbaby,this sunscreen,8,neutral,indirect,0.8,This sunscreen is lighter than Thinkbaby and rubs in a bit easier while still providing good protection with 20% zinc oxide,False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-31T23:53:02.289505,eltamd,spectrum,10,neutral,indirect,0.8,* **EltaMD UV Elements Tinted Broad-Spectrum SPF 44:**  A tinted mineral sunscreen with 9% zinc oxide and 7% titanium dioxide,False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-31T23:53:02.289505,eltamd,spectrum,13,positive,indirect,0.8,"**For Face:**

* **EltaMD UV Clear Broad-Spectrum SPF 46:** This lightweight, oil-free formula contains 9% zinc oxide and is excellent for acne-prone skin",False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-31T23:53:02.289505,badger,cream,21,negative,indirect,0.8,"**For Body:**

* **Badger Sport Sunscreen Cream SPF 35:** This water-resistant (80 minutes) sunscreen is formulated with 18",False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-31T23:53:02.289505,blue lizard,sensitive,25,neutral,indirect,0.8,"* **Blue Lizard Australian Sunscreen Sensitive SPF 30+:** This sunscreen features Smart Bottle technology – the bottle turns blue when exposed to UV rays, reminding you to apply (and reapply",False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-31T23:53:02.289505,sun bum,original,28,neutral,indirect,0.8,"* **Sun Bum Original SPF 30 Sunscreen Lotion:** While not solely zinc oxide, this popular option combines zinc oxide with other chemical filters",False
top rated zinc oxide sunscreen,google,gemini-1.5-pro,2025-08-31T23:53:02.289505,sun bum,mineral,30,neutral,indirect,0.8,"If you prefer a purely mineral option, Sun Bum also offers a Mineral SPF 50 Sunscreen Lotion",False
mineral powder sunscreen recommendations,openai,gpt-4,2025-08-31T23:53:02.763697,your_brand,,17,neutral,indirect,0.5,"**Brush On Block Mineral Sunscreen Powder, Broad Spectrum SPF 30**
   Brush On Block is another good option, with a transparent mineral powder that you can apply and reapply throughout the day",True
mineral powder sunscreen recommendations,openai,gpt-4,2025-08-31T23:53:02.763697,your_brand,,19,neutral,indirect,0.5,Source: [Brush On Block](https://brushonblock,True
mineral powder sunscreen recommendations,openai,gpt-3.5-turbo,2025-08-31T23:52:55.838831,your_brand,,11,positive,indirect,0.5,"**Brush On Block Translucent Mineral Powder Sunscreen SPF 30**: This mineral powder sunscreen is water-resistant and sweat-resistant, making it a great choice for outdoor activities",True
mineral powder sunscreen recommendations,openai,gpt-3.5-turbo,2025-08-31T23:52:55.838831,supergoop,,15,neutral,indirect,0.5,**Supergoop,False
mineral powder sunscreen recommendations,google,gemini-1.5-pro,2025-08-31T23:53:11.675229,your_brand,,3,positive,direct,0.6,"**Here are some recommended mineral powder sunscreens, categorized by skin type and need:**

**For Sensitive Skin:**

* **Brush On Block Mineral Powder Sunscreen SPF 30:** This brand is specifically formulated for sensitive skin and is fragrance-free, oil-free, and hypoallergenic",True
mineral powder sunscreen recommendations,google,gemini-1.5-pro,2025-08-31T23:53:11.675229,supergoop,,18,neutral,indirect,0.5,* **Supergoop,False
best reef safe sunscreen,openai,gpt-4,2025-08-31T23:53:09.630401,blue lizard,,4,neutral,indirect,0.5,"**Blue Lizard Australian Sunscreen, Sensitive, SPF 30-50**: This sunscreen is mineral-based and contains Zinc Oxide (10%) and Titanium Dioxide (5%), which are physical UV blockers",False
best reef safe sunscreen,openai,gpt-4,2025-08-31T23:53:09.630401,thinksport,sunscreen,8,neutral,indirect,0.8,"**Thinksport Safe Sunscreen SPF 50+**: This broad-spectrum sunscreen is water-resistant for up to 80 minutes and is free of biologically harmful chemicals, including oxybenzone, avobenzone, and parabens",False
best reef safe sunscreen,openai,gpt-4,2025-08-31T23:53:09.630401,badger,badger,11,negative,indirect,0.8,"**Badger SPF 30 Unscented Sunscreen Cream**: This is a simple formula with only five ingredients, including non-nano Zinc Oxide",False
best reef safe sunscreen,openai,gpt-4,2025-08-31T23:53:09.630401,all good,good,14,neutral,indirect,0.8,**All Good SPF 30 Sport Sunscreen Lotion**: This sunscreen is water-resistant for up to 80 minutes and contains non-nano Zinc Oxide,False
best reef safe sunscreen,openai,gpt-4,2025-08-31T23:53:09.630401,stream2sea,stream2sea,20,neutral,indirect,0.8,**Stream2Sea SPF 30 Mineral Sunblock**: This is a broad-spectrum sunscreen that is water-resistant for up to 80 minutes,False
best reef safe sunscreen,openai,gpt-4,2025-08-31T23:53:09.630401,blue lizard,australian sunscreen,30,neutral,indirect,0.8,"html)
- [Blue Lizard Australian Sunscreen](https://www",False
best reef safe sunscreen,openai,gpt-4,2025-08-31T23:53:09.630401,thinksport,,32,neutral,indirect,0.5,"net/)
- [Thinksport](https://gothink",False
best reef safe sunscreen,openai,gpt-4,2025-08-31T23:53:09.630401,badger,,33,negative,indirect,0.5,"com/)
- [Badger Balm](https://www",False
best reef safe sunscreen,openai,gpt-4,2025-08-31T23:53:09.630401,badger,,34,negative,indirect,0.5,badgerbalm,False
best reef safe sunscreen,openai,gpt-4,2025-08-31T23:53:09.630401,all good,,35,neutral,indirect,0.5,"com/)
- [All Good Products](https://allgoodproducts",False
best reef safe sunscreen,openai,gpt-4,2025-08-31T23:53:09.630401,stream2sea,,38,neutral,indirect,0.5,"com/)
- [Stream2Sea](https://stream2sea",False
best reef safe sunscreen,openai,gpt-3.5-turbo,2025-08-31T23:53:03.582078,badger,cream,3,negative,indirect,0.8,"**Badger - Active Mineral Sunscreen Cream SPF 30**
   - **Ingredients:** Zinc Oxide
   - **SPF:** 30
   - **Skin Type:** Suitable for sensitive skin
   - **Benefits:** Water-resistant, biodegradable formula

2",False
best reef safe sunscreen,openai,gpt-3.5-turbo,2025-08-31T23:53:03.582078,all good,lotion,4,neutral,indirect,0.8,"**All Good - Sport Sunscreen Lotion SPF 30**
   - **Ingredients:** Zinc Oxide
   - **SPF:** 30
   - **Skin Type:** Suitable for active individuals
   - **Benefits:** Non-greasy, water-resistant, nourishing botanical ingredients

3",False
best reef safe sunscreen,openai,gpt-3.5-turbo,2025-08-31T23:53:03.582078,thinksport,,5,neutral,indirect,0.5,"**Thinksport - SPF 50 Sunscreen**
   - **Ingredients:** Zinc Oxide
   - **SPF:** 50
   - **Skin Type:** Suitable for all skin types
   - **Benefits:** Non-nano zinc oxide, water-resistant, moisturizing

4",False
best reef safe sunscreen,openai,gpt-3.5-turbo,2025-08-31T23:53:03.582078,sun bum,mineral,7,neutral,direct,1.0,"**Sun Bum - Mineral SPF 30 Sunscreen Lotion**
   - **Ingredients:** Zinc Oxide
   - **SPF:** 30
   - **Skin Type:** Suitable for daily use
   - **Benefits:** Non-greasy, hypoallergenic, vegan formula

These recommendations offer a range of SPF levels and formulations to suit different preferences and skin types while being environmentally friendly and safe for coral reefs",False
best reef safe sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-31T23:53:10.636338,thinksport,thinksport,3,positive,indirect,1.0,"ThinkSport SPF 50+
- Key ingredients: Non-nano zinc oxide (20%)
- Benefits: Highest-rated water resistance (80 mins)
- Best for: Active lifestyles, sports
- No biologically harmful chemicals

3",False
best reef safe sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-31T23:53:10.636338,bare republic,mineral,4,positive,direct,1.0,"Bare Republic Mineral SPF 30
- Key ingredients: Zinc oxide and titanium dioxide
- Benefits: Lightweight, quick-absorbing
- Best for: Daily use, budget-friendly option
- Cruelty-free and vegan

Chemical-Free Options:

4",False
best reef safe sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-31T23:53:10.636338,all good,sunscreen,5,positive,indirect,1.0,"All Good Sport Sunscreen SPF 30
- Key ingredients: Non-nano zinc oxide (12%)
- Benefits: Contains organic green tea and rose hips
- Best for: Active outdoor activities
- Reef-friendly certification

5",False
best reef safe sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-31T23:53:10.636338,stream2sea,stream2sea,6,positive,direct,1.0,"Stream2Sea SPF 30 Sport Sunscreen
- Key ingredients: Non-nano titanium dioxide
- Benefits: Tested safe for marine life
- Best for: Water activities, diving
- Third-party tested for marine safety

Application Tips:
- Apply liberally 15 minutes before sun exposure
- Reapply every 2 hours or after swimming/sweating
- Use about 1 oz (30ml) for full-body coverage

Important Features to Look For:
- ""Non-nano"" mineral filters
- ""Reef-safe"" or ""Reef-friendly"" certification
- Water-resistant properties
- Biodegradable packaging when possible

Note: While these products are considered reef-safe, remember that no sunscreen is completely without environmental impact",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-31T23:53:17.041975,eltamd,spectrum,5,positive,direct,0.9,"Here are some recommendations:

**For Face:**

* **EltaMD UV Elements Tinted Broad-Spectrum SPF 44:** This is a tinted mineral sunscreen that blends well with most skin tones, offering a lightweight feel and a matte finish",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-31T23:53:17.041975,supergoop,,8,neutral,indirect,0.5,* **Supergoop,False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-31T23:53:17.041975,thinksport,sunscreen,12,positive,direct,1.0,"* **Thinksport Safe Sunscreen SPF 50+:** This is a highly rated mineral sunscreen, often recommended for children due to its gentle formula",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-31T23:53:17.041975,blue lizard,sunscreen,15,neutral,indirect,0.8,"**For Body:**

* **Blue Lizard Australian Sunscreen, Sensitive Mineral Sunscreen SPF 50+:**  This sunscreen is fragrance-free and specifically formulated for sensitive skin",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-31T23:53:17.041975,badger,cream,18,negative,indirect,0.8,"* **Badger Sport Sunscreen Cream SPF 35:**  A thick, water-resistant (80 minutes) sunscreen suitable for outdoor activities",False
best reef safe sunscreen,google,gemini-1.5-pro,2025-08-31T23:53:17.041975,stream2sea,sunscreen,21,neutral,indirect,0.8,* **Stream2Sea Sport Sunscreen SPF 30:**  This sunscreen is designed for water sports and is tested to be safe for coral reefs and other marine life,False
dermatologist recommended mineral sunscreen,openai,gpt-4,2025-08-31T23:53:16.694608,eltamd,spectrum,2,neutral,direct,1.0,**EltaMD UV Clear Broad-Spectrum SPF 46**: Dermatologists often recommend this brand because of its sensitivity to acne-prone and rosacea-prone skin,False
dermatologist recommended mineral sunscreen,openai,gpt-4,2025-08-31T23:53:16.694608,eltamd,,4,neutral,indirect,0.5,This product also contains Sodium Hyaluronate (Hyaluronic Acid) and Tocopheryl Acetate (Vitamin E) which can help to keep skin moisturized (source: EltaMD official website),False
dermatologist recommended mineral sunscreen,openai,gpt-4,2025-08-31T23:53:16.694608,neutrogena,spectrum,10,neutral,direct,1.0,"**Neutrogena Sheer Zinc Dry-Touch Sunscreen Broad Spectrum SPF 50**: This dermatologist-recommended brand offers a mineral sunscreen that's hypoallergenic and free of fragrances, parabens, phthalates, dyes, and irritating chemicals",False
dermatologist recommended mineral sunscreen,openai,gpt-4,2025-08-31T23:53:16.694608,neutrogena,,12,positive,indirect,0.5,"The product also has a 'Dry-Touch' technology that helps to ensure it dries with a non-greasy, lightweight finish (source: Neutrogena official website)",False
dermatologist recommended mineral sunscreen,openai,gpt-4,2025-08-31T23:53:16.694608,blue lizard,sensitive,14,neutral,indirect,0.8,"**Blue Lizard Australian Sunscreen, Sensitive SPF 30+**: This sunscreen is a mineral-based, broad-spectrum sunscreen with Zinc Oxide and Titanium Dioxide",False
dermatologist recommended mineral sunscreen,openai,gpt-4,2025-08-31T23:53:16.694608,blue lizard,,16,positive,indirect,0.5,"It's also water-resistant and offers UVA/UVB protection, which is great for those with sensitive skin (source: Blue Lizard official website)",False
dermatologist recommended mineral sunscreen,openai,gpt-3.5-turbo,2025-08-31T23:53:12.491374,eltamd,,1,positive,direct,0.7,"When it comes to dermatologist-recommended mineral sunscreens, two popular brands known for their high-quality products are EltaMD and La Roche-Posay",False
dermatologist recommended mineral sunscreen,openai,gpt-3.5-turbo,2025-08-31T23:53:12.491374,eltamd,spectrum,4,neutral,indirect,0.8,"**EltaMD UV Elements Tinted Broad-Spectrum SPF 44**:
   - **Ingredients**: This mineral sunscreen contains 10% zinc oxide and 5",False
dermatologist recommended mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-31T23:53:24.480583,eltamd,spectrum,2,neutral,indirect,0.8,"EltaMD UV Pure Broad-Spectrum SPF 47
- Key ingredients: Zinc Oxide (10%) and Titanium Dioxide (5",False
dermatologist recommended mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-31T23:53:24.480583,cerave,sunscreen,6,neutral,indirect,0.8,"CeraVe Hydrating Mineral Sunscreen SPF 50
- Key ingredients: Zinc Oxide (10%), Titanium Dioxide (5",False
dermatologist recommended mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-31T23:53:24.480583,neutrogena,sunscreen,8,neutral,indirect,0.8,"Neutrogena Pure & Free Baby Sunscreen SPF 50
- Key ingredients: Zinc Oxide (21",False
dermatologist recommended mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-31T23:53:24.480583,neutrogena,mineral sunscreen,12,neutral,direct,1.0,"Important Certifications:
- Broad-spectrum protection
- Water resistance (if needed)
- Non-comedogenic

Skin Type Specific Recommendations:

For Oily/Acne-Prone Skin:
- EltaMD UV Pure
- La Roche-Posay Anthelios

For Dry Skin:
- CeraVe Hydrating Mineral
- First Aid Beauty Mineral Sunscreen

For Sensitive Skin:
- Neutrogena Pure & Free
- Vanicream Mineral Sunscreen

Application Tips:

1",False
dermatologist recommended mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-31T23:53:24.480583,cerave,mineral sunscreen,12,neutral,direct,1.0,"Important Certifications:
- Broad-spectrum protection
- Water resistance (if needed)
- Non-comedogenic

Skin Type Specific Recommendations:

For Oily/Acne-Prone Skin:
- EltaMD UV Pure
- La Roche-Posay Anthelios

For Dry Skin:
- CeraVe Hydrating Mineral
- First Aid Beauty Mineral Sunscreen

For Sensitive Skin:
- Neutrogena Pure & Free
- Vanicream Mineral Sunscreen

Application Tips:

1",False
dermatologist recommended mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-31T23:53:24.480583,eltamd,,12,neutral,direct,0.7,"Important Certifications:
- Broad-spectrum protection
- Water resistance (if needed)
- Non-comedogenic

Skin Type Specific Recommendations:

For Oily/Acne-Prone Skin:
- EltaMD UV Pure
- La Roche-Posay Anthelios

For Dry Skin:
- CeraVe Hydrating Mineral
- First Aid Beauty Mineral Sunscreen

For Sensitive Skin:
- Neutrogena Pure & Free
- Vanicream Mineral Sunscreen

Application Tips:

1",False
dermatologist recommended mineral sunscreen,anthropic,claude-3-5-sonnet-20241022,2025-08-31T23:53:24.480583,neutrogena,,16,negative,direct,0.6,"Layer over moisturizer but under makeup

Price Points:

Budget-Friendly ($15-25):
- CeraVe Hydrating Mineral
- Neutrogena Pure & Free

Mid-Range ($25-40):
- La Roche-Posay Anthelios
- EltaMD UV Pure

Premium ($40+):
- Colorescience Sunforgettable
- SkinCeuticals Physical Fusion

Remember:
- Mineral sunscreens are ideal for sensitive skin
- They provide immediate protection upon application
- May leave a slight white cast, though many modern formulations minimize this
- More stable than chemical sunscreens
- Better for reef-safe requirements

These recommendations are based on dermatologist preferences, clinical studies, and consumer reviews",False
